Soru,Cevap
Aşağıdakilerden hangisi insanların haklarını kullanıyor olmalarını değil haklara sahip olmalarını ifade eder?,"Evrensellik, insanların haklarını kullanıyor olmalarını değil haklara sahip olmalarını ifade eder."
Meta-etik teoriler aşağıda verilen ifadelerden hangisinin üzerinde yoğunlaşmaz?,"Meta-etik teorileri, geleneksel ahlâk felsefesinin üzerinde durduğu, hangi eylemin iyi ve doğru, hangisinin kötü ve yanlış olduğu gibi sorulara değil, doğrunun, iyinin, kötünün ve yanlışın ne demek olduğu gibi sorulara cevap bulmaya çalışır."
Aşağıdakilerden hangisi uzmanlaşmanın temelini oluşturan nesnel ve evrensel standartların göstergesidir?,"Uzmanlaşma, birbirinden çok farklı mesleklerin ortaya çıkması, hatta belirli bir meslek içerisinde alt
dalların oluşması, mesleklerin yeni yöntemlerle icra edilmesi anlamına gelir. Bu da formel bir meslek
eğitimine ihtiyaç doğurur. Diğer bir ifadeyle meslekler artık önemli ölçüde diplomalıdır. Diplomalılık,
uzmanlaşmanın temelini oluşturan nesnel ve evrensel standartların göstergesidir."
"I- İnsan hakları ahlakidir
II- İnsan hakları eşitlikçidir
III- İnsan hakları ayrımcılığa karşıdır
Yukarıda verilen ifadelerden hangisi/hangileri doğrudur?",İnsan hakları hem ahlaki hem eşitlikçi hem de ayrımcılığa karşıdır.
"Aşağıdakilerden hangisi, bugün pek çok anayasada “bilim ve sanat hürriyeti” başlığı altında insanın dilediği bilimsel araştırmayı serbest bir şekilde yürütebilme hakkı ile ilgili olarak doğrudur.","Nitekim bugün pek çok anayasada “bilim ve sanat hürriyeti” başlığı altında insanın dilediği bilimsel araştırmayı serbest bir şekilde yürütebilme hakkı tanınmıştır. Fakat bu hak, bilim adına her türlü deneyin, araştırmanın hiçbir engellemeye uğramaksızın yapılabileceği anlamına gelmez. Tıpkı diğer insani etkinliklerde olduğu gibi bilimsel etkinlik de birtakım sorumluluklar gerektirir."
"Aşağıdakilerden hangisi, ""Çevre Etiği"" ile ilgili olarak formüle edilen temel etik ilkeler açısından doğru değildir?","Dolayısıyla çevre etiği, aslında bir gelecek etiğidir ve temel ilkesi şöyle formüle edilmiştir: “Öyle bir davranış göster ki, bu davranışının yarattığı sonuçlar dünyadaki gerçek insan hayatının sürekliliğiyle uyumlu olsun; ya da negatif bir ifadeyle: Öyle bir davranış göster ki, bu davranışının yarattığı sonuçlar, gelecekte var olacak bu tarzdaki bir yaşama olasılığını ortadan kaldırmasın; ya da basit bir ifadeyle: İnsanlığın dünya üzerinde sonsuza değin varlığını sürdürmesinin koşullarını tehlikeye sokma; ya da pozitif bir ifadeyle: Günümüzde yapacağın seçimde, insanın gelecekte, geçmişten sorumlu olmamasını sağlamak hedeflerinden biri olsun.”"
Aşağıdakilerden hangisi meta-etik teorileri arasında yer almaz? ,"Meta-etik teorilerinin hangileri olduğu, normatif etik teorileriyle aralarındaki sınırın nerede başlayıp nerede bittiği tam açık değilse de genellikle kabul edilen meta-etik teorileri şunlardır: doğalcılık (naturalism), sezgicilik (intuitionism), duyguculuk (emotivism) ve kuralkoyuculuk (prescriptivism)/ ahlâk mantıkçılığı."
“Çoğunlukla belirli bir insan topluluğu­nun üyeleri arasında geçerli olan veya olması is­tenen değer yargılarından müteşekkil bir kurallar manzumesi” biçiminde tanımlanan kavram aşağıdakilerden hangisidir?,Yukarıda tanımı yapılan kavram ahlaktır. Dolayısıyla cevap “B” seçeneğidir.
Axel Honneth günümüzde hangi ekolün temsilcisidir?,"Ünlü Alman felsefecisi Axel Honneth’in tanınma olarak adalet yaklaşımı, hak merkezli adalet anlayışının eleştirisi üzerine kuruludur. Alman menşeli Frankfurt Okulu veya bugün daha yaygın bilinen ismiyle Eleştirel Teori’nin günümüzdeki en önemli temsilcisi sayılan Honneth, 1990’ların sonundan itibaren yazmaya başladığı bir dizi kitap ve makalede oldukça etkili bir siyaset ve ahlâk teorisi geliştirmiştir."
Aşağıdakilerden hangisi mesleğin temel özelliklerinden biri değildir?,Meslekler araştırma ve deneylerle geliştirilerek zamanla kendine özgü tekniklere sahip olurlar. Bu nedenle gelişim ve değişim olmadığını söyleyen şık yanlıştır.
"Aşağıdaki isimlerden hangisi pratik etiğin, etiğin pratik sorunlara uygulanması olduğunu belirtmiş ve pratik etiğin konularını sıralamıştır?","Avustralyalı ahlâk felsefecisi Peter Singer’ın ilk kez 1980’de basılan Practical Ethics [Pratik Etik] kitabında pratik etiğin, etiğin pratik sorunlara uygulanması olduğunu belirtir ve pratik etiğin konularını sıralamıştır. "
"İnsan, varlık özelliği sebebiyle sahip olduğu üretici faaliyette bulunma yetisi aracılığıyla kendisini içinde bulduğu doğayı dönüştürür. İşte bu dönüştürme faaliyetinin ürünlerinin ne zaman güzel ne zaman çirkin olacağını sorgulama işi aşağıdakilerden hangisinin işidir?","İnsan, varlık özelliği sebebiyle sahip olduğu üretici faaliyette bulunma yetisi aracılığıyla kendisini içinde bulduğu doğayı dönüştürür. İşte bu dönüştürme faaliyetinin ürünlerinin ne zaman güzel ne zaman çirkin olacağını sorgulama işi etsteiğin işidir."
Aşağıdakilerden hangisi birinci kuşak haklar arasında yer almaz?,Çevre hakkı ikinci kuşak haklardan olduğu için doğru cevap D şıkkıdır.
"""İnsan ve genel olarak her akıl sahibi varlık, şu veya bu isteme için rastgele kullanılacak sırf bir araç olarak değil, kendisi bir amaç olarak vardır; ve gerek kendine gerekse başka akıl sahibi varlıklara yönelen bütün eylemlerinde hep aynı zamanda amaç olarak görülmelidir.”
Yukarıda verilen alıntı hangi düşünüre aittir?","Kant’ın ‘ahlâk yasası’ ve ‘kategorik imperatif”in bir diğer formülasyonu da şöyledir:“İnsan ve genel olarak her akıl sahibi varlık, şu veya bu isteme için rastgele kullanılacak sırf bir araç olarak değil, kendisi bir amaç olarak vardır;
ve gerek kendine gerekse başka akıl sahibi varlıklara yönelen bütün eylemlerinde hep aynı zamanda amaç olarak görülmelidir.”"
Aşağıdakilerden hangisi insan haklarının ahlaki boyutuyla ilgili olarak yanlıştır?,"İnsan haklarını diğer haklardan üstün kılan da bu ahlakiliğidir. Çünkü koruduğu değer, insandır. İnsan haklarının reddedilmesi, insanın insan olma niteliğinin ve kapasitesinin reddedilmesi anlamına gelir. Bu da insan onuru ve insan onuruna yakışır hayat kavramları ile ilişkilidir. Kavramın temeli ahlakilik olduğu için, insan hakları; insanların onurlu bir hayat sürdürebilmeleri için sahip olmaları ve korunması gereken haklarını ifade eder. Bir kere insan haklarının değeri kabul edildiğinde buradan ulaşılacak sonuç insan haklarının evrensel olduğudur. Gerçekten de insan hakları bütün insanlar içindir. "
"Aşağıdakilerden hangisi, mesleğin temel özellikleri ile ilgili olarak doğru değildir?","Meslek kişinin salt kendi doyumu için değil aynı zamanda başkalarının yararı için de yapılan bir uğraştır: Örneğin bir doktor mesleğini sadece hizmetinin karşılığında aldığı para için değil, insanlara sağlıklarını kazandırmak için de yapar. Bir öğretmen okuma yazma öğrettiği öğrencilerin yaşamlarını yönetme becerilerinden mutluluk duyar. Doğru cevap C seçeneğidir."
"Durkheim'e göre, toplumların sağlıklı bir şekilde varlığını devam ettirebilmesi için gerekli olan ahlâki kontrol mekanizması, aşağıdakilerden hangisinde mevcuttur?","Geleneksel ahlaki kontrol mekanizmalarının devreden çıkmasının bir sonucu olarak modern toplumlarda bir ahlaki boşluk oluşmuştur. Fakat ahlâksız bir toplum mümkün değildir. Durkheim, bu boşluğu dolduracak başka bir mekanizma arar ve bu mekanizmayı meslek örgütlerinde bulur. Doğru cevap E seçeneğidir."
"'Varlığı varlık olarak inceler. Varolmanın anlamı, niteliği ve amacı vb. sorularla uğraşır.' Bu felsefe türü aşağıdakilerden hangisinde doğru verilmiştir?","Teorik felsefenin iki alanı ontoloji ve epistemolojidir. Ontoloji, yani varlık felsefesi, varlığı varlık olarak inceler. Varolmanın anlamı, niteliği ve amacı vb. sorularla uğraşır"
Aşağıdakilerden hangisi meta-etik teorilerinden biri değildir?,Faydacılık normatif etik teorilerindendir. Bu nedenle cevap “E” seçeneğidir.
Aşağıdakilerden hangisi “meslek” kavramı ile benzerlik taşıyan “çalışma” kavramı açısından yanlıştır?,"Tarih boyunca çoğunlukla olumsuz bir çağrışımı olan, genelde köleler gibi toplumun alt sınıflarına özgü bir etkinlik kabul edilen çalışma, özellikle Sanayi Devrimi sonrasında tam tersine olumlu bir anlamda kullanılır olmuştur. Bu yeni anlamıyla çalışma, bireylerin olağan yaşamlarını  sürdürebilmeleri için gerekli mal ve eşyayı satın alma aracı olmanın yanı sıra, kişisel bir değer olarak da görülür. Çalışmak suretiyle insan, kişisel potansiyelini hayata geçirme imkânı bulur. Üstelik çalışma, insanın sadece kendisi için değil başkaları için de değerli olan mal ve hizmetleri üretme gayretinin bir dışavurumudur. Bireye toplumda itibar kazandıran, toplumsal işbölümündeki yerini gösteren çalışmanın, bu açıdan bakıldığında fiziksel ve zihinsel birtakım beceriler gerektirdiği açıktır."
Teşkilatlanmış esnafın birliğiyle ilgili çeşitli fonksiyonların icra edildiği özel yerin adı olup teşkilatlanmış esnaf gruplarını ifade eden bir anlam da kazanan kurum aşağıdakilerden hangisidir?,Lonca: Teşkilatlanmış esnafın birliğiyle ilgili çeşitli fonksiyonların icra edildiği özel yerin adı olup teşkilatlanmış esnaf gruplarını ifade eden bir anlam da kazanmıştır.
Geleneksel ahlak mekanizmaların ortadan kalkması sonucu Durkheim'in onun yerine koyduğu mekanizma aşağıdakilerden hangisidir?,"Geleneksel ahlâki kontrol mekanizmalarının devreden çıkmasının bir sonucu olarak modern toplumlarda bir ahlâki boşluk oluşmuştur. Fakat biraz önce de belirttiğimiz gibi ahlâksız bir toplum mümkün değildir. Durkheim, bu boşluğu dolduracak başka bir mekanizma arar. Bu mekanizmayı ise meslek örgütlerinde bulur. Döneminin ekonomik yaşamında karşılaşılan sorunları ele alırken Durkheim, toplumun kaosa sürüklenmemesi için birtakım düzenlemelere ihtiyaç olduğunu söyler. Bu düzenlemelerin başında toplumsal nitelikli ahlâki birtakım kuralların kabul edilmesi gelir. Toplumun ekonomisini düzeltmek için başvurulması gerektiğini düşündüğü bu kurallar, aslında mevcut meslek örgütlerinin işleyişine yöneliktir."
"Keyfi tutuklamanın önlenmesi, seyahat özgürlüğü gibi hakları içeren ve tarihsel açıdan çok önemli bir yeri olan Magna Carta hangi yıl yayınlanmıştır?","İlk belge 1215’te feodal beylerin İng. Kralı Yurtsuz John’a kabul ettirdikleri Magna Carta Libertatum’dur. ( Büyük Özgürlük Fermanı) Magna Carta aslında halka belirli özgürlük tanıyan bir belge olmaktan çok, kralın otoritesini belli ölçüde sınırlandıran ve feodal beylerin bazı haklarını güvence altına alan bir Feodal Berat’tır."
İkinci kuşak insan haklarının diğer adı nedir?,"Sosyal ve ekonomik haklar da denilen ikinci kuşak haklar; ağır hayat şartları, yoksulluk ve insani olmayan çalışma koşulları nedeniyle insanların çoğunluğunun birinci kuşak haklardan yararlanamamaları sonucu talep edilmeye başlanmıştır."
“Bilincin kendi düşünme eylemi üzerine düşünmesi” olarak tanımlanan kavram aşağıdakilerden hangisidir?,Yukarıda tanımı yapılan kavram Refleksiyonlu Düşünme olarak adlandırılmaktadır. Dolayısıyla cevap “D” seçeneğidir.
"Aşağıdakilerden hangileri üçüncü kuşak haklardandır?
I. Çevre hakkı
II. Ortak mal varlığına saygı hakkı
III. Gelişme hakkı
IV. Barış hakkı","Bu haklar,
• Çevre hakkı
• İnsanlığın ortak malvarlığına saygı hakkı
• Gelişme hakkı
• Barış hakkı… olarak sıralanabilir. Doğru cevap E'dir."
Asıl amacı bireyin sahip olduğu temel hakları ihlâl etmeyen bir devlet teorisi geliştirmek olan siyaset felsefecisi aşağıdakilerden hangisidir?,"Nozick, bir doğa durumu tasarımıyla teorisine başlar. Buna göre, doğa durumunda herkes özgürdür; malvarlıklarını istediği gibi kullanabilir fakat yine de bir doğa yasası vardır ve bu yasa; kişiye, diğerinin özgürlüğünü ve malvarlığını ihlâl edecek herhangi bir eylemde bulunmayı yasaklar. Eğer böyle bir eylemde bulunulursa zarara uğrayan taraf kendi haklarını kendisi koruyacaktır; diğer bir deyişle bu kişi, hem polis hem yargıçtır. Böyle bir durum karışıklığa neden olacağından bir devlet ihtiyacı ortaya çıkar. Kişiler bu karışıklık ortamından çıkmak ve karşılıklı çıkarlarını korumak için devleti kurarlar. Aslında Nozick’in amacı, bireyin sahip olduğu temel hakları ihlâl etmeyen bir devlet teorisi geliştirmektir. Doğru cevap D'dir."
Aşağıdakilerden hangisi dolaylı mesleki ilgiye sahip meslek etiğidir?,Dolaylı mesleki ilgiye sahip meslek etiklerine örnek olarak barış ve çevre etiği verilebilir.
"Adalet kavramını, toplumsal yaşamda birbirinden farklı, hatta birbiriyle çatışan taleplere sahip bireylerin, bu taleplerini rahatça dile getirebilmelerini mümkün kılacak bir karşılıklı tanıma eylemi ile izah eden teori aşağıdaki felsefecilerden hangisine aittir?","Ünlü Alman felsefecisi Axel Honneth’in tanınma olarak adalet yaklaşımı, hak merkezli adalet anlayışının eleştirisi üzerine kuruludur. Adalet kavramını, toplumsal yaşamda birbirinden farklı, hatta birbiriyle çatışan taleplere sahip bireylerin, bu taleplerini rahatça dile getirebilmelerini mümkün kılacak bir karşılıklı tanıma eylemi ile izah eden bu teori, söz konusu bu tanıma eyleminin ahlâki ve siyasi koşullarını gösteren birtakım ilkeleri tespit etmeyi amaçlar. Doğru cevap E'dir."
"""Ahlâkilik, bir ........... özelliğidir. Yani mutlak, değişmez birtakım ahlâki ilkelere uygun yaşamayı içselleştirme, alışkanlık hâline getirme gayretinin ürünüdür.""
Yukarıdaki cümlede noktalı yere aşağıdakilerden hangisi getirilmelidir?","Ahlâkilik, bu anlamda bir karakter özelliğidir. Yani mutlak, değişmez birtakım ahlâki ilkelere uygun yaşamayı içselleştirme, alışkanlık hâline getirme gayretinin ürünüdür."
"'Bir ilke, norm, inanç, değere bağlı, istençli (iradi) davranış' olarak ifade edilen kavram aşağıdakilerden hangisinde doğru verilmiştir?","“Eylem; bir ilke, norm, inanç, değere vb. bağlı, istençli (iradi) davranıştır.”"
"Aşağıdakilerden hangisi modern ahlak felsefesinin ilk evresi olan ahlâk kurallarını, insanın koyduğu ve kendi kendisine uyguladığı dönemin düşünürlerinden biri değildir?","İlk evre, bir otoritede bulan geleneksel anlayıştan, ahlâkı insanın kendi doğasından hareketle açıklamaya çalışan anlayışa geçiştir. Bu anlayış, ahlâk kurallarını, insanın koyduğu ve kendi kendisine uyguladığı kurallar olarak görür. Söz konusu anlayışın temelinde ise insanın özerkliğine yapılan vurgu vardır. Bu evre, Montaigne’in Denemeler’i ile başlar, İmmanuel Kant, Thomas Reid ve Jeremy Bentham’ın eserleriyle en yüksek noktasına varır."
"İspanya’da ortaya atılıp daha sonra Locke, Hobbes ve Rousseau gibi düşünürlerce ayrıntılı biçimde savunulan; vatandaşlar ve devlet arasında karşılıklı yükümlülükler olduğunu savunan ve hayat, hürriyet ve mülkiyet gibi insan haklarının devlet tarafından gözetilmesi gereğini ifade eden kurama ne ad verilir?","Toplum sözleşmesi denilen ve İspanya’da ortaya atılıp daha sonra Locke, Hobbes ve Rousseau gibi düşünürlerce ayrıntılı biçimde savunulan kuramda devlet, onu kuran
insanların birlikte yaptıkları bir sözleşmenin ürünüdür. Devletin kurulma sebebi insanların can ve mal güvenliğinin sağlanmasıdır. Bu haklar zaten insanın hakkıdır. Bireylerin can ve mal güvenliğini sağlayamayan devlete itaat yükümü de yoktur. Toplum sözleşmesi kuramının önemi, insanın devletten önce sahip olduğu hakları belirlemesidir; hayat, hürriyet, mülkiyet. Doğru yanıt E seçeneğidir. "
